Short SMA,Long SMA,CV Accuracy
30,200,0.5895236327812667
85,170,0.5894184051599045
110,170,0.5894168257584582
100,170,0.5894164309080966
140,145,0.5892284821359824
40,200,0.5891262158923322
100,130,0.5890180268932582
15,70,0.5888267218930705
10,60,0.5888233656649972
40,75,0.5888233656649972
70,160,0.5888227733894548
30,90,0.5880320855403822
40,85,0.5880312958396592
55,135,0.5880271499108625
25,65,0.5878299221552512
25,35,0.5878174843688612
40,140,0.5876326943996399
70,135,0.5876279561953008
20,65,0.5874319129907744
15,175,0.5873393205809828
75,165,0.5872336981092591
10,55,0.5872325135581743
40,145,0.587039036880998
50,150,0.5866424096927867
100,180,0.5866376714884478
20,40,0.5866278002294081
55,140,0.5864384694810283
50,110,0.5864366926544012
80,170,0.5862410443002363
20,30,0.5862274219627616
10,195,0.5861464776386368
70,155,0.5860414474424555
80,155,0.586039868041009
120,170,0.585654494088103
35,195,0.5855512407185486
35,150,0.5852525364200103
20,175,0.5847566043658605
35,100,0.5846559175236565
95,170,0.5846503896185943
25,185,0.5843597797524682
50,115,0.584252775304479
15,25,0.5842427066202586
35,135,0.5840577192258565
120,160,0.5840543629977828
65,125,0.5840529810215174
35,115,0.5838606888954259
115,195,0.5836597100613795
50,145,0.5832658468256993
20,50,0.5832579498184676
15,35,0.5832541987400325
140,180,0.583064670566472
105,175,0.583061906613941
85,180,0.5826668588271758
125,175,0.58247594867735
135,160,0.5824652877175872
130,175,0.582278523496558
90,160,0.5822656908598064
135,145,0.5822654934346256
70,150,0.581671638490803
25,180,0.581579440931373
40,195,0.5813804363491345
80,165,0.58127461645223
145,150,0.5812726422004221
20,80,0.5810791655232459
20,35,0.5810673200123982
110,180,0.5808773969884763
45,90,0.5808762124373915
50,100,0.5808752253114876
85,165,0.580281172942484
145,185,0.5798886916830694
15,60,0.579288913983823
150,155,0.5790881325749574
25,75,0.5788964327244083
105,145,0.5788897202682614
80,140,0.5788879434416343
30,185,0.5787989046850971
105,190,0.578694466764458
135,140,0.5784964493081235
125,140,0.5784919085289653
50,105,0.5784919085289653
65,150,0.5782960627496194
105,130,0.5782940884978116
25,55,0.5780937019393075
85,145,0.5776966799007347
35,110,0.5775067568768126
65,140,0.577499846995485
25,50,0.5774974778933154
130,140,0.5772998552873425
45,85,0.5771071683108894
70,145,0.5771026275317311
20,60,0.5769059920516623
75,155,0.5769044126502159
85,160,0.5769040177998543
40,115,0.5767093565715933
35,190,0.5766138027840899
45,195,0.5766138027840899
60,120,0.5765054163598351
35,105,0.5763150984855514
105,180,0.5761111582737931
80,160,0.5761099737227084
20,45,0.5759064283613118
110,145,0.5757129516841355
30,40,0.5755048655435806
140,160,0.5753151399448394
70,140,0.5751159379374202
140,150,0.5749175256307242
90,155,0.5747177313477625
35,180,0.5746281003156829
140,185,0.5745291903001062
35,130,0.5743252500883477
50,75,0.5739268460735093
70,130,0.5739236872706167
30,180,0.5738334639629946
130,170,0.5737272492157285
60,70,0.5733241069965509
120,165,0.5731302354690131
105,165,0.5731290509179284
150,185,0.5729347845400289
90,150,0.5727310417534515
75,135,0.5723344145652401
110,115,0.5723334274393361
30,190,0.5722445861079797
95,160,0.5721358048333632
80,100,0.572134225431917
90,165,0.5719389719281136
105,115,0.5717379930940671
45,70,0.571544516416891
90,170,0.5715427395902639
25,80,0.5713463015353757
105,150,0.5713419581813982
25,70,0.570949871772345
30,50,0.5707447470095021
80,135,0.5703479223961099
10,20,0.5703386434126128
25,30,0.5701396388303743
125,165,0.5699530720345256
10,15,0.5697366940363775
45,190,0.5696624621683997
135,180,0.5693684960742003
20,75,0.5693607964921494
135,175,0.5691698863423234
15,170,0.5686668469816651
50,65,0.5681612410936565
145,190,0.5679711206445537
100,145,0.5673695661186802
95,150,0.5671699692608995
30,105,0.5669810333628813
150,190,0.566977479709627
30,35,0.5665648610817715
75,130,0.5663759251837535
35,80,0.566184620183566
105,170,0.5659798902710844
115,170,0.5657927311996936
75,95,0.5655795120044381
130,155,0.5653848507761772
75,90,0.5653799151466573
85,140,0.5651834770917692
35,55,0.5651832796665884
45,75,0.5649905926901353
45,80,0.5647890215805466
100,165,0.5647876396042809
35,185,0.5644988065647822
65,120,0.5643906175657081
25,60,0.5641943769360006
50,90,0.564001295109186
55,65,0.5639898444486999
110,130,0.563795183220439
80,115,0.5633973714811429
20,55,0.5631985643240853
15,20,0.5627906839005689
95,120,0.5626035248291779
20,170,0.5623142969393176
145,155,0.5622072924913281
110,135,0.562007893058728
30,45,0.5618035579966081
100,140,0.5616092916187089
105,160,0.5616088967683472
85,125,0.5614108793120127
110,140,0.5612124670053167
115,165,0.5610144495489822
60,100,0.5610132649978975
150,175,0.5608176166437324
110,165,0.5608156423919245
65,85,0.560813273289755
75,125,0.5606166378096862
85,130,0.560417238377086
70,90,0.5604156589756397
30,55,0.5602186286452092
45,180,0.5601291950383104
85,95,0.560017452385982
35,40,0.5600125167564622
40,185,0.5591359489537453
65,115,0.5590273651043096
65,110,0.559026970253948
65,70,0.5590238114510553
70,85,0.5588257939947209
140,165,0.5586321198923638
75,110,0.5584313384834982
85,135,0.5582325313264406
40,65,0.5580355009960101
55,80,0.5570442291632528
90,100,0.5568406838018563
30,75,0.5564529407467804
80,90,0.5564416875114753
100,125,0.5562480134091182
55,105,0.556247421133576
70,115,0.5562464340076719
90,105,0.5562458417321297
70,175,0.5557605706377425
80,105,0.5556502099616798
20,25,0.5556401412774593
70,120,0.5552541750490109
80,130,0.5550547756164107
85,100,0.5550533936401452
60,65,0.5550522090890605
35,50,0.5548557710341723
95,130,0.554657556152657
115,140,0.5544597361215033
90,130,0.5544593412711418
30,70,0.5542664568695079
65,80,0.5542581650119146
115,190,0.5536690482724309
40,80,0.5534694514146501
95,145,0.55287125311685
95,155,0.5526712614087076
70,125,0.5524738362279156
95,125,0.5524738362279156
55,95,0.5522829260780896
90,125,0.5520760244886194
145,200,0.5517992343851489
40,190,0.5515889765676053
115,155,0.5514825643951583
105,155,0.5514805901433505
30,175,0.55139076168609
35,70,0.5512853366395472
105,125,0.5512823752618351
130,165,0.5510851475062237
25,175,0.5509905808446244
85,105,0.550883773821816
50,185,0.5507947350652788
90,145,0.5506851640899391
45,60,0.550287352350643
100,160,0.5500895323194893
75,115,0.549891120012793
60,80,0.5498895406113468
10,130,0.5498147164678265
130,135,0.549693694832001
45,200,0.5496030766740174
30,65,0.5492984496200553
125,155,0.549098260486732
160,195,0.548705186951775
65,105,0.5485008518896551
155,185,0.5481079757798788
40,55,0.547903640717759
140,200,0.5478252629209844
115,150,0.547708979489498
105,135,0.5477072026628708
155,190,0.5475129362849713
75,120,0.5473099831991171
80,95,0.5473064295458628
35,60,0.5471113734672401
55,100,0.5469127637353635
60,75,0.5469098023576515
55,70,0.5463131834612976
85,120,0.5459195176507983
80,120,0.545721302769283
160,185,0.5455252595647565
120,155,0.5453254652817948
140,155,0.5453254652817948
95,115,0.5451254735736525
110,155,0.5447284515350794
70,95,0.5447262798580907
35,65,0.544530434078745
75,100,0.5445276701262138
150,170,0.5443326140475914
60,185,0.5438441841503117
20,155,0.5436461666939771
150,195,0.5433437113170037
110,120,0.5431383891289798
75,85,0.5429358308934871
80,125,0.5427415645155877
95,135,0.5425423625081685
10,100,0.5424685254905521
115,130,0.5417487132813842
35,175,0.5414602750922469
50,80,0.5409617765107468
90,140,0.5409534846531535
160,175,0.5407586259997118
110,160,0.5407550723464575
100,150,0.5405574497404846
105,120,0.5403580503078846
90,120,0.5401606251270924
85,115,0.5401602302767309
100,135,0.5401586508752845
70,100,0.5395626242544732
70,80,0.5393626325463308
65,75,0.5391624434130076
100,120,0.5385715498468968
115,125,0.5385705627209928
80,85,0.5383685967610425
60,95,0.5381804505637475
85,90,0.5377717804395079
85,110,0.5373792991800933
35,45,0.5373731789994887
165,190,0.536985435944413
165,185,0.5369848436688706
60,85,0.5369810925904355
120,140,0.5367832725592818
155,170,0.5365876242051169
120,130,0.5365848602525858
70,75,0.5361831000096738
120,200,0.5361037350869954
60,190,0.5358997948752371
10,110,0.5357150049060158
45,185,0.5357000005922756
160,190,0.5355957600968173
105,110,0.5355904296169359
125,160,0.5349973643738364
90,110,0.5345987629338171
45,65,0.5342031228715098
95,140,0.5340019466122826
90,115,0.5338045214314905
125,130,0.5332080999603176
50,85,0.5330183743615763
145,180,0.5324182018119684
165,170,0.532415635284618
95,105,0.5320150595927908
165,180,0.5316223809081952
105,140,0.5306261734459183
160,165,0.5302325076354188
95,100,0.5302259926044528
95,110,0.5300305416754685
165,175,0.5298341036205805
65,185,0.5297430906122352
160,170,0.5294372790071883
55,75,0.5294315536769453
100,115,0.5288388832842074
160,180,0.5286430375048615
125,135,0.5284416638204537
110,125,0.528441268970092
155,165,0.5282452257655655
30,60,0.5282444360648423
145,170,0.5280468134588695
75,80,0.5280412855538072
125,200,0.5279660665599255
65,95,0.5274551301920355
65,90,0.527447035759623
80,110,0.5270508034217732
55,60,0.5268478503359189
150,160,0.5262589310216161
55,90,0.5260654543444399
150,200,0.525981746067784
50,60,0.5258548016765346
140,170,0.5254644920941086
40,60,0.5254619255667583
130,160,0.525265684937051
170,180,0.525265684937051
60,90,0.5250716159843323
170,185,0.5250676674807165
100,105,0.5244672975059277
135,170,0.5234787896257016
155,160,0.5234778024997977
45,120,0.5233988324274808
100,110,0.5232776133664745
145,175,0.5226849429737366
65,100,0.5218889246447829
90,135,0.521489730929221
50,125,0.5214115505576273
55,85,0.5209014038904606
145,165,0.5206978585290639
125,150,0.5204992487971871
180,190,0.5191101652251338
135,195,0.5184306277528473
175,185,0.5177193048264533
45,55,0.517515364614695
90,95,0.5175149697643335
150,180,0.5173228750634229
125,195,0.5172383770860438
50,55,0.5159241176575108
120,195,0.5158453450103747
170,175,0.5157326152321423
50,70,0.5155310441225536
155,180,0.5147403562734812
50,135,0.5146590170989949
30,140,0.5142631796115067
125,145,0.5129501047340584
70,105,0.512154678680647
155,200,0.5112877847117888
130,200,0.5108836553667073
120,185,0.5108812862645379
130,190,0.5100864524866688
180,185,0.5097745207010174
115,160,0.5097731387247518
140,175,0.5085844417112024
175,180,0.5083838577275177
170,190,0.5077175477423443
135,200,0.5075072899248008
130,195,0.5059172275187012
40,50,0.5054009606709297
120,125,0.5050053206086224
135,155,0.5046104702470382
145,160,0.5038160313195308
140,190,0.5031406397760408
40,70,0.5020289385830005
130,150,0.4996450295249358
130,145,0.4992470203604589
100,155,0.4980537825677514
125,190,0.4969780127576152
75,105,0.49626590013049804
125,185,0.49499270513956983
115,145,0.49487800110952956
135,190,0.4944000347468318
135,185,0.4942012275897742
150,165,0.492694281184788
155,175,0.4924958688780919
140,195,0.49102366930492514
115,120,0.4893149543651695
130,185,0.48923282548995994
120,180,0.48803998254761405
130,180,0.4870473287385913
120,150,0.48633817748918606
120,175,0.4838685859026575
125,180,0.482875734668454
135,150,0.4827632023154025
135,165,0.48037949068251856
40,45,0.476595639667457
195,200,0.4739606057794248
110,150,0.46230718963280887
180,200,0.4608476252712129
175,195,0.46064822583861276
175,200,0.45846253166206336
160,200,0.4566718852722789
190,200,0.45628236539057604
185,200,0.45568475936831837
170,195,0.4548881487638222
170,200,0.4546889467564029
180,195,0.45052011663879676
190,195,0.45032367858390865
185,195,0.4503224940328239
175,190,0.44753939125919756
185,190,0.44694533889019417
45,50,0.43369554273169325
